RS:250:test1,FS:250:test2,RB:250:test2,FB:250:test3
-1.22,8.81,4.38,0.02,0.01,-0.01,668,314,0.0,0.0
-0.95,8.86,4.38,0.01,0.01,-0.00,656,314,0.0,0.0
-1.20,8.82,4.38,-0.00,-0.00,0.00,651,314,0.0,0.0
-1.18,8.73,4.42,-0.01,0.00,-0.00,647,313,0.0,0.0
-1.13,8.59,4.37,-0.00,-0.00,-0.00,648,313,0.0,0.0
-1.08,8.54,4.42,0.00,0.01,0.00,644,314,0.0,0.0
-1.10,8.52,4.41,0.02,0.00,-0.00,646,314,0.0,0.0
-1.13,8.64,4.41,0.02,0.01,-0.00,643,313,0.0,0.0
-1.12,8.73,4.36,0.03,0.01,-0.00,643,314,0.0,0.0
-1.20,8.82,4.38,0.01,0.01,-0.01,655,314,0.0,0.0
-1.22,8.78,4.39,-0.01,0.00,-0.00,645,314,0.0,0.0
-1.22,8.64,4.38,-0.01,0.00,-0.01,643,313,0.0,0.0
-1.18,8.54,4.38,-0.00,0.00,0.00,641,313,0.0,0.0
-1.20,8.54,4.35,0.01,0.00,0.04,639,314,0.0,0.0
-1.19,8.58,4.38,0.01,0.00,-0.01,642,314,0.0,0.0
-1.20,8.71,4.36,0.02,0.01,-0.01,643,314,0.0,0.0
-1.24,8.76,4.40,0.01,0.00,-0.00,641,314,0.0,0.0
-1.27,8.79,4.34,0.01,0.01,-0.04,639,314,0.0,0.0
-1.29,8.75,4.41,-0.00,-0.00,0.04,638,314,0.0,0.0
-1.27,8.69,4.40,-0.01,0.00,-0.03,639,314,0.0,0.0
-1.18,8.54,4.39,0.01,0.00,0.04,652,314,0.0,0.0
-1.19,8.58,4.39,0.02,0.01,0.00,644,314,0.0,0.0
-1.21,8.70,4.42,0.02,0.01,-0.00,644,313,0.0,0.0
-1.24,8.81,4.41,0.01,0.01,-0.00,640,314,0.0,0.0
-1.23,8.80,4.41,0.01,0.01,0.00,640,313,0.0,0.0
-1.23,8.78,4.41,0.01,0.01,0.00,640,314,0.0,0.0
-1.25,8.71,4.42,-0.01,0.00,-0.04,641,314,0.0,0.0
-1.25,8.59,4.41,-0.00,0.00,-0.04,639,314,0.0,0.0
-1.22,8.54,4.42,-0.00,-0.00,-0.04,638,314,0.0,0.0
-1.23,8.54,4.40,0.02,0.00,0.04,637,314,0.0,0.0
-1.20,8.67,4.40,0.01,0.01,-0.00,651,314,0.0,0.0
